pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDB_C2%HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.000493583415597236	0.0040386536293013	0.7799745364061129	6.710570227076559	0	187	FOSL1|MAFF|KLF9|INHBA|NR4A2|BHLHE40|FOSL2|PER1|KLF4|GADD45B|ATF3|PPP1R15A|KLF6|IER3|DUSP5|SLC2A3|PTGS2|IL6|SOCS3|TIPARP|CEBPB|JUNB|NR4A3|CEBPD|HBEGF|ZFP36|LIF|DUSP1|RHOB|FOSB|SERPINE1|CYR61|TNFAIP6|SGK1|HES1|B4GALT1|MCL1|OLR1|TRIB1|NR4A1|PHLDA2|MAP3K8|SDC4|PPAP2B|TGIF1|KLF2|EGR1|IER2|PLK2|EGR3|EGR2|ZC3H12A|GEM|CSF1|PHLDA1|F3|IL1B|CLCF1|JUN|CXCL2|NAMPT|CFLAR|FOS|GADD45A|GPR183|PTX3|SPHK1|TRIP10|ABCA1|NFKBIA|PLAU|DNAJB4|BCL6|PMEPA1|TNFAIP3|JAG1|BCL3|SPSB1|NFIL3|ICAM1|F2RL1|ID2|PLAUR|ETS2|LITAF|CCL2|PFKFB3|PTPRE|MAP2K3|SAT1|PTGER4|DUSP2|TNC|DRAM1|SOD2|IL6ST|RIPK2|CDKN1A|ICOSLG|BTG2|IFIT2|CCL4|LDLR|PNRC1|SQSTM1|MSC|NINJ1|SMAD3|CD69|RCAN1|CD83|CCL5|RNF19B|MYC|IER5|EDN1|KLF10|CCNL1|IL15RA|NFE2L2|BTG1|NFKB1|TLR2|TNIP2|GFPT2|STAT5A|IRF1|ACKR3|SIK1|EHD1|BMP2|G0S2|RELB|TAP1|IFIH1|NFKB2|REL|TRAF1|PANX1|CCRL2|PDE4B|SERPINB8|DUSP4|DDX58|TNFAIP2|CD44|TSC22D1|LAMB3|RELA|EFNA1|PDLIM5|IFNGR2|TNIP1|IRS2|CXCL1|B4GALT5|BCL2A1|MXD1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION%MSIGDB_C2%HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.000492853622474125	0.0040366710394629	0.739276408252245	6.38370165697322	0	189	INHBA|THBS1|TNFRSF12A|FOXC2|CTGF|GADD45B|THBS2|COL12A1|IL6|MYL9|TIMP3|NTM|IGFBP4|LAMA2|COL5A1|FSTL3|BGN|SPARC|RHOB|CALD1|SERPINE1|CYR61|ECM2|TGFBI|COL5A2|FBLN5|TAGLN|ECM1|TGFBR3|SNTB1|COL1A2|ITGB1|NNMT|CXCL8|ITGB5|ITGA2|SDC4|MGP|COL3A1|MYLK|COL16A1|SNAI2|TGM2|TGFB1|VEGFC|GEM|MMP14|COL1A1|DAB2|TIMP1|GLIPR1|JUN|ACTA2|COL5A3|GADD45A|DCN|FN1|PTX3|FBLN2|CD59|VCAN|EMP3|LUM|ITGA5|HTRA1|NOTCH2|COL6A2|FSTL1|COL6A3|PMEPA1|TPM4|TNFAIP3|CXCL12|LGALS1|FAP|FLNA|ID2|PLAUR|COL4A2|TFPI2|SERPINH1|SAT1|CDH11|PDGFRB|GJA1|TNC|LRP1|MXRA5|FAS|FBN1|PRRX1|LOX|VIM|PLOD2|ABI3BP|MMP2|EFEMP2|TNFRSF11B|VCAM1|PLOD1|ITGAV|TPM2|COL4A1|CRLF1|PTHLH|POSTN|SFRP4|EDIL3|GAS1|COL8A2|LAMC1|WIPF1|MATN2|THY1|PVR|FGF2|CALU|MSX1|MFAP5|NT5E|BMP1|PMP22|COL11A1|IL32|FZD8|QSOX1|CTHRC1|PDLIM4|FERMT2|SFRP1|NID2|COLGALT1|LOXL2|IL15|ANPEP|ITGB3|FMOD|PLOD3|ADAM12|CD44|GREM1|SPP1
EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%R-HSA-1474244.2	0.000560224089635854	0.00437429097051362	0.636208360015376	5.66538978299927	0	221	COL8A1|THBS1|P3H2|ITGA11|COL12A1|MMP19|LAMA2|ADAMTS1|COL5A1|LTBP1|BGN|SPARC|COL20A1|SERPINE1|COL5A2|FBLN5|COL14A1|COL15A1|COL1A2|ITGB1|COL18A1|ITGB5|ITGA2|SDC4|ADAMTS4|PDGFA|COL28A1|COL3A1|COL16A1|TGFB1|LAMC3|MMP14|COL1A1|LTBP2|FURIN|TIMP1|NTN4|TGFB2|COL5A3|DCN|FN1|FBLN2|ITGB4|NID1|VCAN|LUM|ITGA5|HTRA1|CRTAP|COL6A2|COL6A3|A2M|TGFB3|ASPN|LAMB2|ADAM9|ICAM1|COL4A2|SERPINH1|LTBP4|TNC|SDC2|DMD|FBN1|LOX|PLOD2|COL27A1|CAPN2|EFEMP1|HSPG2|COL9A3|PDGFB|ITGA9|MMP2|TNXB|P4HA3|EFEMP2|VCAM1|PLOD1|ITGAV|LAMA4|CAST|CTSL|COL4A1|COL6A1|COL8A2|LAMC1|TIMP2|ITGA1|ITGAM|CTSK|PLEC|ITGA6|FGF2|CTSD|LTBP3|CTSB|ITGA3|P4HA2|TPSAB1|ACTN1|MFAP5|ITGA4|DAG1|BMP1|P3H3|NRXN1|SDC3|COL11A1|CTSS|MMP11|BMP2|ADAMTS14|P4HA1|CAPN3|ITGB8|VTN|NID2|CAPNS1|COLGALT1|LOXL2|ITGB3|MFAP4|DDR2|SH3PXD2A|FMOD|PLOD3|ADAM12|ITGAX|CD44|JAM2|LAMB3|JAM3|SPP1|DDR1|ITGB2|KLKB1|ADAM19|P4HB|ADAMTS8|ITGA10|PPIB|ADAMTS9|ADAM8|COL21A1|ADAM15|COMP
EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:0030198	0.0004911591355599209	0.00402876990787908	0.6403326584908771	5.52452905738721	0	188	COL8A1|THBS1|ITGA11|CREB3L1|COL12A1|MMP19|LAMA2|COL5A1|BGN|SPARC|SERPINE1|ECM2|TGFBI|COL5A2|FBLN5|COL14A1|COL15A1|COL1A2|ITGB1|COL18A1|ITGB5|ITGA2|ADAMTS4|PDGFA|COL28A1|MYO1E|COL3A1|COL16A1|TGFB1|GAS6|SULF1|LAMC3|MMP14|COL1A1|FURIN|TIMP1|GPM6B|TGFB2|COL5A3|DCN|FN1|ITGB4|NID1|VCAN|LUM|ITGA5|HTRA1|COL6A2|COL6A3|A2M|LAMB2|ICAM1|GSN|COL4A2|SERPINH1|ANXA2|TNC|FBN1|PLOD2|COL27A1|HSPG2|COL9A3|PDGFB|MYH11|ITGA9|MMP2|TNXB|VCAM1|PLOD1|ITGAV|LAMA4|CTSL|COL4A1|COL6A1|POSTN|COL8A2|LAMC1|TIMP2|CYP1B1|ITGA1|ITGAM|CTSK|ITGA6|FGF2|ITGA3|TPSAB1|MFAP5|ITGA4|DAG1|BMP1|COL11A1|CTSS|MMP11|APP|ITGB8|VTN|NID2|LOXL2|DPT|ITGB3|MFAP4|DDR2|SH3PXD2A|PLOD3|ADAM12|ITGAX|CD44|JAM2|LAMB3|GREM1|JAM3|SPP1|DDR1|ITGB2|KLKB1|ADAM19|ITGA10|NPNT|SERPINF2|SPOCK2|ADAMTS9|ADAM8|ADAM15|COMP|RECK
EXTRACELLULAR STRUCTURE ORGANIZATION%GOBP%GO:0043062	0.0005530973451327429	0.00433294471747557	0.6231875562432161	5.495361407831269	0	214	COL8A1|THBS1|ITGA11|CREB3L1|COL12A1|MMP19|LAMA2|COL5A1|BGN|SPARC|SERPINE1|ECM2|TGFBI|COL5A2|FBLN5|COL14A1|COL15A1|COL1A2|ITGB1|COL18A1|ITGB5|ITGA2|ADAMTS4|PDGFA|COL28A1|MYO1E|COL3A1|COL16A1|TGFB1|GAS6|SULF1|LAMC3|MMP14|COL1A1|FURIN|TIMP1|GPM6B|TGFB2|COL5A3|DCN|FN1|ITGB4|NID1|VCAN|LUM|ITGA5|PLTP|ABCA1|HTRA1|COL6A2|COL6A3|A2M|LAMB2|ICAM1|GSN|COL4A2|SERPINH1|ANXA2|TNC|FBN1|PLOD2|COL27A1|HSPG2|COL9A3|SOAT1|PDGFB|MYH11|ITGA9|MMP2|TNXB|VCAM1|PLOD1|ITGAV|LAMA4|CTSL|COL4A1|COL6A1|AGT|POSTN|COL8A2|LAMC1|TIMP2|APOE|CYP1B1|ITGA1|ITGAM|CTSK|APOC2|ITGA6|FGF2|LPL|AGTR1|ITGA3|TPSAB1|MFAP5|ITGA4|DAG1|BMP1|COL11A1|CTSS|MMP11|APP|ITGB8|VTN|NID2|LOXL2|DPT|ITGB3|ABCG1|MFAP4|DDR2|SH3PXD2A|PLOD3|ADAM12|ITGAX|CD44|JAM2|LAMB3|GREM1|LCAT|JAM3|SPP1|DDR1|ITGB2|KLKB1|ADAM19|P4HB|APOC1|ITGA10|NPNT|SERPINF2|SPOCK2|ADAMTS9|ADAM8|ADAM15|COMP|RECK|CD34
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE	0.00042571306939123	0.0036378917142353795	0.6521357009481079	5.409440018110599	0	156	INHBA|AXL|KLF6|IL6|OSMR|HBEGF|LIF|SCN1B|SERPINE1|AHR|TNFAIP6|C5AR1|IL1R1|OLR1|CXCL8|RGS16|MSR1|CSF1|MMP14|F3|RGS1|IL1B|SLC7A2|BST2|TIMP1|NAMPT|GPR183|SPHK1|IFITM1|GNA15|EMP3|ITGA5|ABCA1|NFKBIA|OSM|FPR1|ICAM1|PLAUR|CCL2|PTPRE|PTGER4|TPBG|RNF144B|NLRP3|RIPK2|CDKN1A|ICOSLG|CALCRL|TAPBP|GPC3|BTG2|LDLR|LY6E|P2RX7|IRAK2|CD14|PDPN|CD69|PIK3R5|STAB1|CD55|CCL5|CSF3R|MYC|EDN1|TNFRSF1B|LCP2|IL15RA|HRH1|PVR|CD82|ADM|NFKB1|HIF1A|TLR2|IL10RA|PTGIR|BEST1|IL4R|C3AR1|IRF1|RHOG|TLR1|P2RX4|ITGB8|NMI|CCRL2|PDE4B|IL15|SCARF1|ITGB3|CMKLR1|IFNAR1|PTAFR|IRF7|RELA|RTP4|GPR132|VIP|LYN|IFNGR2|TNFSF10|ABI1
HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDB_C2%HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0005065856129685919	0.00411454847296363	0.619416308928562	5.377767099417531	0	194	LATS2|MT2A|PTGS2|IL6|SOCS3|IFITM3|CFH|ARID5B|TNFAIP6|SSPN|IFITM2|C1R|SERPING1|BST2|NAMPT|PLA2G4A|C1S|NFKBIA|TNFAIP3|FPR1|VAMP5|ICAM1|PELI1|CCL2|OASL|FCGR1A|IFIT3|FAS|SOD2|CASP4|RIPK2|CDKN1A|B2M|TAPBP|HLA-DRB1|IFIT2|PLSCR1|APOL6|MVP|LY6E|CFB|HLA-B|VCAM1|IFI35|CD69|CD86|STAT3|ZNFX1|LGALS3BP|UPP1|P2RY14|HLA-DQA1|CCL5|HLA-DMA|SECTM1|CD74|ISG15|IFI44|SELP|LCP2|IL15RA|CASP7|BTG1|RSAD2|NOD1|NFKB1|HIF1A|IFI44L|HLA-A|HERC6|PML|IL10RA|MX1|IFIT1|FGL2|IFI27|IL4R|IRF1|PSMB8|PARP14|CMPK2|PIM1|IRF8|LAP3|PNP|TAP1|IFIH1|IFNAR2|DDX60|PSMB9|SP110|GBP4|BATF2|USP18|IFI30|MX2|VAMP8|SAMHD1|OAS2|NMI|WARS|CASP1|PDE4B|IL15|EPSTI1|IRF9|CMKLR1|DDX58|XAF1|TNFAIP2|IRF7|TXNIP|OAS3|IRF5|RTP4|CASP8|NLRC5|TNFSF10|DHX58|ZBP1|GZMA|ISG20|CD274|ARL4A|CXCL10|CIITA|TRIM21|STAT1|SPPL2A|IL2RB|PARP12
NABA_CORE_MATRISOME%MSIGDB_C2%NABA_CORE_MATRISOME	0.000514668039114771	0.00416182490028307	0.610122176245544	5.30657241003916	0	198	CRISPLD2|COL8A1|THBS1|CTGF|NOV|THBS2|COL12A1|MFGE8|IGFBP4|LAMA2|COL5A1|LTBP1|BGN|SPARC|SRPX2|COL20A1|CYR61|ECM2|TNFAIP6|TGFBI|PODN|COL5A2|FBLN5|COL14A1|ECM1|COL15A1|IGFBP7|SPON2|COL1A2|TINAGL1|COL18A1|AEBP1|MGP|COL28A1|HMCN1|COL3A1|IGFBP5|COL16A1|CRIM1|GAS6|LAMC3|COL1A1|SRGN|LTBP2|FNDC1|NTN4|COL5A3|DCN|LGI4|FN1|FBLN2|OGN|NID1|VCAN|LUM|COL6A2|COL6A3|ASPN|SMOC2|LAMB2|COL4A2|IGFBP6|WISP1|LTBP4|TNC|SRPX|MXRA5|PRELP|FBN1|COL27A1|ABI3BP|EFEMP1|HSPG2|LGI1|COL9A3|SVEP1|VWA1|TNXB|EFEMP2|EMILIN1|LAMA4|ANOS1|COL4A1|COL6A1|POSTN|EDIL3|COL8A2|LAMC1|MATN2|PODNL1|SPON1|MMRN2|LTBP3|SPARCL1|CHADL|MFAP5|CILP|FGL2|VWA5A|COL11A1|CTHRC1|THSD4|VTN|NID2|FBLN7|CILP2|DPT|EMILIN2|SBSPON|MFAP4|FMOD|BMPER|LAMB3|TSKU|SPP1|SNED1|NPNT|LGI3|SPOCK2|COL21A1|RELN|COMP|VWA7|NTN5|CRISPLD1|HAPLN3|SLIT3|EGFLAM|THBS4|VWF|LAMA5|SLIT2|IGSF10|IGFBP2
NABA_MATRISOME_ASSOCIATED%MSIGDB_C2%NABA_MATRISOME_ASSOCIATED	0.00093984962406015	0.00626856609909793	0.523431288418267	5.11762380318379	0	397	PLAT|ADAMTSL1|ANXA1|INHBA|P3H2|MMP19|IL6|TIMP3|PLXDC2|ADAMTS1|FSTL3|HBEGF|LIF|PDGFC|SERPINE1|S100A16|ADAMTS12|FST|CLEC11A|HGF|ANGPTL4|S100A1|FGF7|CXCL8|SDC4|ADAMTS4|CCL11|PDGFA|TGM2|SERPING1|TGFB1|VEGFC|SULF1|CST3|PDGFD|CSF1|MMP14|KAZALD1|IL1B|TIMP1|ANXA5|CLCF1|S100A10|CXCL2|SEMA3B|F10|TGFB2|S100A11|SEMA6B|EGFL8|HTRA1|C1QTNF1|FSTL1|PLAU|A2M|TGFB3|OSM|ADAM9|CXCL12|NGF|LGALS1|TNFSF12|TNFSF13|C1QTNF5|S100B|EMCN|CLEC2B|F13A1|CCL2|HTRA3|SERPINH1|CCL3L3|S100A13|IGF1|PAMR1|IL34|CLEC7A|ANXA2|PCSK5|C1QA|SDC2|ANXA11|CCL3|C1QC|CTSO|LOX|PLOD2|S100A4|C1QB|LGALS3|GPC3|CCL4|PDGFB|MMP2|P4HA3|MMP28|FAM20A|PLOD1|S100A6|ADAMTSL4|SERPINF1|SEMA3C|ANXA3|INHBB|CTSL|KITLG|CRLF1|AGT|SFRP4|GDF15|COLEC11|ANXA4|S100A3|MMP23B|TIMP2|CCL5|CCL4L2|C1QTNF6|PLXND1|SERPINB1|CTSK|IL11|ITIH5|SERPINB9|CCL14|FGF2|CTSD|EDA|CTSB|P4HA2|CTF1|MEGF6|IL1RN|ADAM23|BMP1|CRHBP|FGF1|LGALS9|P3H3|PIK3IP1|CTSA|CSTB|CTSC|CLEC14A|CLEC3B|CTSZ|SDC3|PLXNB3|CTSS|MMP11|WNT11|BMP2|ADAMTS14|P4HA1|TNFSF8|HYAL1|CBLN4|ANGPTL2|S100A8|SERPINB6|SERPINA1|SFRP1|ADAM33|ADAM28|LOXL2|IL15|SFRP2|ITIH3|CCL8|FAM20C|TNFSF13B|SERPINB8|MUC12|PLOD3|FIGF|CST7|ADAM12|ADAMTSL2|ANXA6|GPC6|GREM1|PARM1|PLXDC1|CD209|ADAM19|ADAMTS8|SEMA7A|ANXA7|COLEC12|XCL2|CLEC1A|TNFSF10|ST14|FLT3LG|SERPINF2|SEMA3G|WNT4|ADAMTS9|ADAM8|CXCL1|CSPG4|ADAMTS10|SEMA4B|ADAM15|CTSW|ITIH4
HALLMARK_COAGULATION%MSIGDB_C2%HALLMARK_COAGULATION	0.000340367597004765	0.00334133240900766	0.6601325024535439	4.91631320559145	0	99	PLAT|ANXA1|MAFF|THBS1|THBD|TIMP3|CSRP1|CFH|SPARC|PRSS23|SERPINE1|CFI|OLR1|CPQ|GNG12|S100A1|ITGA2|C1R|SERPING1|MMP14|F3|FURIN|ANG|ACOX2|TIMP1|F10|LAMP2|FN1|HTRA1|C1S|PLAU|A2M|ADAM9|GSN|TFPI2|PROS1|S100A13|C1QA|LRP1|DUSP6|FBN1|CTSO|CAPN2|APOC4-APOC2|PDGFB|MMP2|CFB|LGMN|RGN|CTSK|CLU|CFD|CD9|PECAM1|CTSB|WDR1|BMP1|C2|C3|MMP11|ISCU|SERPINA1|ITGB3|KLKB1|APOC1|F8|COMP|TF|DPP4|DUSP14|RAPGEF3|VWF|CAPN5|CASP9|ARF4
